study,domain,sub_domain,source,table_name,variable,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet,nobs_00mo,nobs_12mo,nobs_24mo,nobs_36mo,nobs_48mo,nobs_60mo,nobs_72mo
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__screen__wknd_005,"On a typical weekend day (or non-school day, like during summer or holiday breaks), how many hours do you: Visit social networking sites like Facebook, Twitter, Instagram, etc.?",yes,not sensitive,screen time,not applicable,_none_,11842,11203,0,0,0,0,0
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__screen__wknd_006,"On a typical weekend day (or non-school day, like during summer or holiday breaks), how many hours do you: Video chat (Skype, Facetime, etc.)?",yes,not sensitive,screen time,not applicable,_none_,11835,11200,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__craft_002__l,"Crafts like Knitting, Building Model Cars or Airplanes: About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11151,10843,10132,9449,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__craft_004,"Crafts like Knitting, Building Model Cars or Airplanes: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11853,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__craft_004__l,"Crafts like Knitting, Building Model Cars or Airplanes: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11202,10893,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__craft_005,"Crafts like Knitting, Building Model Cars or Airplanes: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11852,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__craft_005__l,"Crafts like Knitting, Building Model Cars or Airplanes: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11202,10890,10186,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__curl_002,Curling: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9397,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__curl_002__l,Curling: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,0,8946,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__curl_004,"Curling: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9397,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__curl_005,"Curling: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9397,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__cycle_002,Cycling: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9370,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__cycle_002__l,Cycling: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,0,8941,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__cycle_004,"Cycling: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__cycle_005,"Cycling: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9397,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__dance_002,"Ballet, Dance: About how many days per week? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11834,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__dance_002__l,"Ballet, Dance: About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11171,10869,10176,9477,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__dance_004,"Ballet, Dance: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11855,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__dance_004__l,"Ballet, Dance: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11200,10893,10188,9484,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__dance_005,"Ballet, Dance: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11852,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__dance_005__l,"Ballet, Dance: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,10349,10078,9589,8953,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__drama_002,"Theater, Acting, Film: About how many days per week? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11822,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__drama_002__l,"Theater, Acting, Film: About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11167,10866,10158,9465,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__drama_004,"Theater, Acting, Film: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11855,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__drama_004__l,"Theater, Acting, Film: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10891,10187,9484,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__drama_005,"Theater, Acting, Film: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11851,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__drama_005__l,"Theater, Acting, Film: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10890,10187,9483,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fhock_002,Field Hockey: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11857,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fhock_002__l,Field Hockey: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11202,10892,10187,9478,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fhock_004,"Field Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11858,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fhock_004__l,"Field Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11204,10893,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fhock_005,"Field Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11859,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fhock_005__l,"Field Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10893,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__field_002,"Field events (e.g. shot, discuss, high jump, javelin etc): About how many days per week? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9394,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__field_002__l,"Field events (e.g. shot, discuss, high jump, javelin etc): About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,0,8944,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__field_004,"Field events (e.g. shot, discuss, high jump, javelin etc): Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9397,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__field_005,"Field events (e.g. shot, discuss, high jump, javelin etc): Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fishing_002,"Fishing, Hunting, Archery: About how many days per week? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9330,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fishing_002__l,"Fishing, Hunting, Archery: About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,0,8933,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fishing_004,"Fishing, Hunting, Archery: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9397,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__fishing_005,"Fishing, Hunting, Archery: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__footb_002,Football: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11821,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__footb_002__l,Football: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11170,10853,10153,9462,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__footb_004,"Football: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11851,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__footb_004__l,"Football: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11201,10889,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__footb_005,"Football: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11855,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__footb_005__l,"Football: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11201,10888,10186,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__frisbee_002,Ultimate frisbee: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9389,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__frisbee_002__l,Ultimate frisbee: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,0,8744,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__frisbee_004,"Ultimate frisbee: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__frisbee_005,"Ultimate frisbee: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__games_002,"Competitive Games like Chess, Cards, or Darts: About how many days per week? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11787,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__games_002__l,"Competitive Games like Chess, Cards, or Darts: About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11134,10825,10129,9453,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__games_004,"Competitive Games like Chess, Cards, or Darts: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11856,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__games_004__l,"Competitive Games like Chess, Cards, or Darts: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11200,10893,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__games_005,"Competitive Games like Chess, Cards, or Darts: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11851,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__games_005__l,"Competitive Games like Chess, Cards, or Darts: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11199,10892,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__golf_002,Golf: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9373,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__golf_002__l,Golf: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,0,8932,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__golf_004,"Golf: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school?",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__golf_005,"Golf: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school?",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,0,0,9396,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__gymnast_002,Gymnastics: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11837,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__gymnast_002__l,Gymnastics: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11174,10876,10179,9479,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__gymnast_004,"Gymnastics: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11851,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__gymnast_004__l,"Gymnastics: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10888,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__gymnast_005,"Gymnastics: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11853,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__gymnast_005__l,"Gymnastics: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11202,10889,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__horse_002,"Horseback Riding, Polo: About how many days per week? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11843,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__horse_002__l,"Horseback Riding, Polo: About how many days per week? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10887,10179,9479,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__horse_004,"Horseback Riding, Polo: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11852,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__horse_004__l,"Horseback Riding, Polo: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11204,10893,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__horse_005,"Horseback Riding, Polo: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11855,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__horse_005__l,"Horseback Riding, Polo: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11204,10893,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__ihock_002,Ice Hockey: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11856,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__ihock_002__l,Ice Hockey: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11202,10892,10181,9481,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__ihock_004,"Ice Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11855,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__ihock_004__l,"Ice Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11204,10892,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__ihock_005,"Ice Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11858,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__ihock_005__l,"Ice Hockey: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11204,10892,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__iskate_002,Ice or Inline Skating: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11841,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__iskate_002__l,Ice or Inline Skating: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11189,10885,10178,9480,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__iskate_004,"Ice or Inline Skating: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11853,0,0,0,0,0,0
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_001,"Is there a TV set or an Internet connected electronic device (computer, iPad, phone) in your bedroom?",yes,not sensitive,screen time,not applicable,_none_,0,0,10923,10400,9633,8823,5025
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_003,"In the past week, how often did you do the following activities while already in bed before going to sleep: Watch or stream movies, videos, or TV shows",no,not sensitive,screen time,not applicable,_none_,0,0,10923,10395,1363,8822,5023
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_004,"In the past week, how often did you do the following activities while already in bed before going to sleep: Play video games",no,not sensitive,screen time,not applicable,_none_,0,0,10927,10400,1362,8827,5024
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_005,"In the past week, how often did you do the following activities while already in bed before going to sleep: Play music",no,not sensitive,screen time,not applicable,_none_,0,0,10927,10407,1363,8827,5025
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_006,"In the past week, how often did you do the following activities while already in bed before going to sleep: Talk on the phone or text (If you do not own a phone, choose 0 nights)",no,not sensitive,screen time,not applicable,_none_,0,0,10924,10398,1364,8825,5024
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_007,"In the past week, how often did you do the following activities while already in bed before going to sleep: Spend time online on social media (e.g. Facebook)",no,not sensitive,screen time,not applicable,_none_,0,0,10918,10399,1364,8819,5023
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_008,"In the past week, how often did you do the following activities while already in bed before going to sleep: Spend time in chat rooms",no,not sensitive,screen time,not applicable,_none_,0,0,10917,0,1364,5922,5020
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_009,"In the past week, how often did you do the following activities while already in bed before going to sleep: Browse the Internet, Google-ing (not school related)",no,not sensitive,screen time,not applicable,_none_,0,0,10919,10398,1365,5924,5022
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_010,"In the past week, how often did you do the following activities while already in bed before going to sleep: Use a computer/laptop for studying",no,not sensitive,screen time,not applicable,_none_,0,0,10924,10398,1365,8827,5020
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_011,"In the past week, how often did you do the following activities while already in bed before going to sleep: Reading",no,not sensitive,screen time,not applicable,_none_,0,0,10917,0,1365,8824,5018
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__sleep_012,"In the past week, how often did you do the following activities while already in bed before going to sleep: Video chat (e.g. Skype, Facetime, VRchat, etc.)",no,not sensitive,screen time,not applicable,_none_,0,0,0,0,1364,8825,5021
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__iskate_004__l,"Ice or Inline Skating: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11204,10893,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__iskate_005,"Ice or Inline Skating: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11857,0,0,0,0,0,0
Core,Novel Technologies,Screen Use,Youth,nt_y_stq,nt_y_stq__socmed_001,Do you have at least one social media account?,yes,not sensitive,screen time,not applicable,_none_,0,0,10936,10417,9651,8844,5035
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__iskate_005__l,"Ice or Inline Skating: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10893,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__lax_002,Lacrosse: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11851,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__lax_002__l,Lacrosse: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11200,10892,10185,9481,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__lax_004,"Lacrosse: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11856,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__lax_004__l,"Lacrosse: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10893,10188,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__lax_005,"Lacrosse: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11857,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__lax_005__l,"Lacrosse: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11203,10890,10189,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__martarts_002,Martial Arts: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,11841,0,0,0,0,0,0
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__martarts_002__l,Martial Arts: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations,0,11201,10886,10184,9478,0,0
